Area_Axon;Area_Fiber;CentroidX;CentroidY;Perimeter_Fiber;Perimeter_Axon;Fiber_MinFeretdistance;Axon_MinFeretdistance;MyelinThickness_MinFeretdistance;MinFeretdistance_gratio;Fiber_circleArea_diameter;Axon_circleArea_diameter;MyelinThickness_CircleArea;CircleArea_gratio;Fiber_circlePerimeter_diameter;Axon_circlePerimeter_diameter;MyelinThickness_CirclePerimeter;CirclePerimeter_gratio;ShapeAdjustedEllipse_Fiber;ShapeAdjustedEllipse_Axon;MyelinThickness_ShapeAdjustedEllipse;ShapeAdjustedEllipse_gratio 
2.546684;13.402741;37.100000;-35.700000;15.907776;8.339583;2.519874;0.971380;0.774247;0.385488;4.134532;1.801162;1.166685;0.435639;4.273588;0.811046;1.731271;0.189781;2.411970;0.825474;0.793248;0.342241 
2.775233;13.419066;38.300000;-34.000000;16.202047;11.562279;1.645632;0.739963;0.452834;0.449653;3.375831;1.880247;0.747792;0.556973;2.849059;0.883832;0.982613;0.310219;1.482823;0.626987;0.427918;0.422833 
1.265180;4.644433;38.100000;-40.500000;9.102402;5.014035;1.802767;0.882813;0.459977;0.489699;2.432381;1.269525;0.581428;0.521927;1.479119;0.402923;0.538098;0.272408;1.479412;0.713382;0.383015;0.482206 
2.007962;14.406722;40.900000;-33.600000;13.765026;6.979651;2.657010;0.828530;0.914240;0.311828;3.563143;1.599348;0.981897;0.448859;3.173997;0.639478;1.267259;0.201474;2.066390;0.787939;0.639225;0.381312 
2.473222;11.068281;44.000000;-33.600000;18.939053;12.716507;2.768433;1.099945;0.834244;0.397317;4.283983;1.774993;1.254495;0.414332;4.588128;0.787650;1.900239;0.171671;2.076863;0.503456;0.786704;0.242412 
2.024287;9.966350;45.600000;-33.500000;14.470705;7.896748;2.645582;0.868528;0.888527;0.328294;3.754959;1.605836;1.074562;0.427657;3.524930;0.644678;1.440126;0.182891;2.185377;0.685710;0.749833;0.313772 
1.885526;13.582315;47.700000;-32.600000;17.233424;8.688137;3.074132;0.965666;1.054233;0.314126;4.159605;1.549821;1.304892;0.372588;4.325578;0.600486;1.862546;0.138822;2.190487;0.571263;0.809612;0.260793 
2.171211;13.223167;52.000000;-32.100000;15.936346;6.945367;3.019849;1.082803;0.968523;0.358562;4.104242;1.663092;1.220575;0.405213;4.211200;0.691469;1.759866;0.164198;2.362722;0.866700;0.748011;0.366823 
3.044593;10.154087;52.600000;-33.300000;13.150771;7.919604;2.605584;1.208511;0.698537;0.463816;3.596546;1.969381;0.813582;0.547576;3.233786;0.969616;1.132085;0.299839;2.269322;1.079390;0.594966;0.475644 
1.452916;12.464060;54.000000;-32.100000;16.513460;8.956695;2.682723;0.762819;0.959952;0.284345;3.984694;1.360459;1.312117;0.341421;3.969446;0.462712;1.753367;0.116568;2.097590;0.421904;0.837843;0.201137 
1.077443;7.525778;51.300000;-33.300000;13.513610;5.839708;2.257030;0.714250;0.771390;0.316456;3.096285;1.171554;0.962365;0.378374;2.396745;0.343135;1.026805;0.143167;1.525250;0.492531;0.516360;0.322918 
2.203861;8.807282;33.600000;-39.800000;13.196483;7.448199;2.085610;1.048519;0.518545;0.502740;3.349547;1.675550;0.836999;0.500232;2.804867;0.701867;1.051500;0.250232;1.888754;0.806818;0.540968;0.427169 
0.293848;5.166830;34.200000;-40.600000;8.902412;2.971280;2.019899;0.322841;0.848529;0.159830;2.565531;0.611824;0.976853;0.238479;1.645487;0.093582;0.775953;0.056872;1.775741;0.265067;0.755337;0.149271 
1.493728;9.974513;36.900000;-39.000000;13.485040;6.382538;2.534159;0.768533;0.882813;0.303269;3.564602;1.379434;1.092584;0.386981;3.176596;0.475710;1.350443;0.149755;2.132388;0.632717;0.749836;0.296718 
9.060318;26.250436;35.800000;-41.000000;19.336176;12.125108;5.445442;3.099845;1.172798;0.569255;5.782737;3.397323;1.192707;0.587494;8.360011;2.885452;2.737280;0.345149;4.331877;2.232992;1.049442;0.515479 
2.595659;12.994619;36.000000;-42.900000;19.384745;7.859607;3.128415;1.062804;1.032805;0.339726;4.434260;1.818398;1.307931;0.410079;4.915666;0.826643;2.044512;0.168165;2.179897;0.906750;0.636574;0.415960 
2.122237;15.435191;38.000000;-41.900000;16.130622;6.851086;3.196983;1.142800;1.027092;0.357462;4.068618;1.644228;1.212195;0.404124;4.138414;0.675872;1.731271;0.163317;2.274101;0.859404;0.707348;0.377909 
2.840532;14.561809;40.700000;-41.700000;17.910533;11.165156;3.722671;1.997043;0.862814;0.536454;4.306980;1.902239;1.202371;0.441664;4.637519;0.904628;1.866445;0.195067;2.257029;0.666935;0.795047;0.295493 
2.367110;12.643634;37.100000;-43.400000;14.470705;7.419629;2.916997;0.939953;0.988522;0.322233;4.013295;1.736498;1.138398;0.432686;4.026635;0.753857;1.636389;0.187218;2.591857;0.878657;0.856600;0.339007 
5.534140;42.746745;40.700000;-35.600000;27.690044;14.847829;5.691144;1.971330;1.859907;0.346386;7.379326;2.655157;2.362084;0.359810;13.613613;1.762465;5.925574;0.129463;4.469442;0.981343;1.744049;0.219567 
2.285486;13.329279;33.200000;-37.700000;19.130472;13.347904;1.971330;0.645682;0.662824;0.327536;4.120676;1.706296;1.207190;0.414082;4.244993;0.727862;1.758566;0.171464;1.882464;0.441736;0.720364;0.234658 
2.203861;12.219186;32.600000;-35.700000;21.030377;8.533859;3.311263;1.625633;0.842815;0.490940;3.945357;1.675550;1.134904;0.424689;3.891461;0.701867;1.594797;0.180361;1.537560;0.687301;0.425129;0.447008 
2.848695;21.932500;31.500000;-36.500000;21.193226;7.419629;4.808331;1.328505;1.739913;0.276292;5.285782;1.904970;1.690406;0.360395;6.984873;0.907228;3.038823;0.129885;2.908831;1.091806;0.908513;0.375342 
3.142543;8.733820;39.100000;-37.700000;13.047919;8.442435;2.262744;1.371360;0.445692;0.606061;3.335549;2.000810;0.667370;0.599844;2.781471;1.000810;0.890331;0.359813;1.899942;1.028817;0.435563;0.541499 
0.742783;4.285286;38.400000;-37.000000;11.910833;5.265451;1.228510;0.591399;0.318555;0.481395;2.336442;0.972739;0.681852;0.416333;1.364741;0.236555;0.564093;0.173333;0.957397;0.372662;0.292367;0.389245 
