Name;CenterX;CenterY;Area;Perimeter;MinFeret;CircleAreaDiameter;CirclePerimeterDiameter;SAEDiameter;PerimeterError;AreaError 
Unmyelinated axon;38.700000;-55.400000;0.146924;1.642775;0.354268;0.432625;0.523177;0.257218;0.006171;-0.000075 
Unmyelinated axon;42.200000;-51.300000;1.183555;4.922611;0.839958;1.227890;1.567711;0.675491;0.021924;-0.000600 
Unmyelinated axon;42.000000;-51.200000;0.244873;3.085560;0.328555;0.558517;0.982662;0.209096;0.017801;-0.000124 
Unmyelinated axon;42.900000;-49.100000;1.036631;4.494061;0.799960;1.149151;1.431230;0.654470;0.018683;-0.000526 
Unmyelinated axon;42.700000;-48.800000;2.285486;6.331112;1.359932;1.706296;2.016278;1.051134;0.021545;-0.001159 
Unmyelinated axon;43.200000;-48.900000;0.669321;3.416972;0.825673;0.923384;1.088208;0.571252;0.011480;-0.000339 
Unmyelinated axon;43.500000;-49.000000;0.604021;3.228410;0.825673;0.877185;1.028156;0.547395;0.010558;-0.000306 
Unmyelinated axon;43.600000;-49.300000;0.677483;3.919804;0.648539;0.928997;1.248345;0.477466;0.019428;-0.000344 
Unmyelinated axon;43.000000;-49.500000;0.440772;3.079846;0.571400;0.749329;0.980843;0.398586;0.014525;-0.000224 
Unmyelinated axon;42.700000;-49.300000;0.424447;2.842715;0.534259;0.735321;0.905323;0.425777;0.011390;-0.000215 
Unmyelinated axon;42.400000;-49.800000;0.701971;4.022656;0.657110;0.945637;1.281101;0.480952;0.020209;-0.000356 
Unmyelinated axon;44.700000;-48.800000;0.367310;2.671295;0.522831;0.684040;0.850731;0.390373;0.011056;-0.000186 
Unmyelinated axon;44.900000;-49.200000;2.285486;6.316827;1.668488;1.706296;2.011728;1.054887;0.021266;-0.001159 
Unmyelinated axon;45.300000;-49.300000;0.106112;1.522781;0.285700;0.367661;0.484962;0.193591;0.007295;-0.000054 
Unmyelinated axon;44.200000;-49.100000;0.775433;3.742670;0.768533;0.993887;1.191933;0.598414;0.013597;-0.000393 
Unmyelinated axon;44.500000;-49.000000;0.057137;1.079946;0.202847;0.269789;0.343932;0.148727;0.004791;-0.000029 
Unmyelinated axon;44.500000;-49.400000;0.979494;4.385495;0.888527;1.117033;1.396654;0.632673;0.018446;-0.000497 
Unmyelinated axon;44.900000;-49.600000;0.383635;2.659867;0.559972;0.699076;0.847091;0.414394;0.010069;-0.000195 
Unmyelinated axon;36.300000;-67.600000;0.563209;3.308406;0.599970;0.847032;1.053632;0.483266;0.013701;-0.000286 
Unmyelinated axon;36.700000;-67.600000;0.285686;2.582728;0.388552;0.603267;0.822525;0.304324;0.013106;-0.000145 
Unmyelinated axon;36.900000;-67.600000;0.114274;1.542780;0.302842;0.381539;0.491331;0.207450;0.007017;-0.000058 
Unmyelinated axon;38.200000;-67.700000;0.448935;3.548394;0.422836;0.756235;1.130062;0.340959;0.019848;-0.000228 
Unmyelinated axon;40.200000;-66.500000;0.742783;3.722671;0.731392;0.972739;1.185564;0.571661;0.014399;-0.000377 
Unmyelinated axon;36.300000;-68.500000;0.302011;2.214175;0.485690;0.620264;0.705151;0.407337;0.006047;-0.000153 
Unmyelinated axon;36.300000;-68.700000;0.555047;3.876949;0.525688;0.840872;1.234697;0.387127;0.021408;-0.000282 
Unmyelinated axon;36.900000;-69.100000;0.106112;1.477069;0.285700;0.367661;0.470404;0.201674;0.006613;-0.000054 
Unmyelinated axon;36.900000;-69.200000;0.024487;0.748534;0.114280;0.176618;0.238387;0.090257;0.003738;-0.000012 
Unmyelinated axon;36.900000;-68.900000;0.318336;2.585585;0.399980;0.636807;0.823435;0.344321;0.011873;-0.000161 
Unmyelinated axon;37.100000;-68.700000;0.579534;3.885520;0.428550;0.859220;1.237427;0.404937;0.021091;-0.000294 
Unmyelinated axon;37.800000;-68.500000;0.693808;3.882663;0.757105;0.940123;1.236517;0.496898;0.018493;-0.000352 
Unmyelinated axon;37.000000;-68.600000;0.318336;2.811288;0.388552;0.636807;0.895315;0.309105;0.014870;-0.000161 
Unmyelinated axon;36.700000;-68.800000;0.081624;1.288507;0.279986;0.322460;0.410353;0.178195;0.005691;-0.000041 
Unmyelinated axon;36.700000;-68.700000;0.097949;1.531352;0.334269;0.353237;0.487692;0.175392;0.007913;-0.000050 
Unmyelinated axon;35.200000;-68.300000;0.440772;3.219839;0.602827;0.749329;1.025426;0.376249;0.016429;-0.000224 
Unmyelinated axon;32.800000;-68.700000;0.563209;3.076989;0.677109;0.847032;0.979933;0.539960;0.009378;-0.000286 
Unmyelinated axon;33.200000;-68.900000;0.359148;2.505589;0.514260;0.676397;0.797958;0.417770;0.008460;-0.000182 
Unmyelinated axon;32.800000;-69.100000;2.048775;5.765426;1.468498;1.615520;1.836123;1.061436;0.015716;-0.001039 
Unmyelinated axon;34.000000;-69.900000;1.077443;4.645482;0.891384;1.171554;1.479453;0.654358;0.020101;-0.000546 
Unmyelinated axon;33.000000;-68.400000;0.114274;1.542780;0.359982;0.381539;0.491331;0.207450;0.007017;-0.000058 
Unmyelinated axon;34.100000;-64.200000;0.106112;1.408501;0.342840;0.367661;0.448567;0.215736;0.005469;-0.000054 
Unmyelinated axon;33.900000;-64.500000;0.106112;1.362789;0.314270;0.367661;0.434009;0.226856;0.004615;-0.000054 
Unmyelinated axon;33.500000;-64.700000;1.232530;4.474062;1.165656;1.253037;1.424861;0.822551;0.012238;-0.000625 
Unmyelinated axon;32.700000;-65.000000;0.604021;4.739763;0.662824;0.877185;1.509479;0.336550;0.027440;-0.000306 
Unmyelinated axon;32.800000;-65.200000;0.824407;3.725528;0.939953;1.024793;1.186474;0.652465;0.011403;-0.000418 
Unmyelinated axon;33.900000;-64.800000;0.359148;2.811288;0.502832;0.676397;0.895315;0.354528;0.013558;-0.000182 
Unmyelinated axon;33.700000;-65.200000;0.220386;2.551301;0.305699;0.529855;0.812516;0.231735;0.014486;-0.000112 
Unmyelinated axon;33.900000;-65.300000;0.432610;3.385545;0.457120;0.742358;1.078199;0.346296;0.018522;-0.000219 
Unmyelinated axon;33.800000;-65.100000;0.171411;2.437021;0.454263;0.467288;0.776121;0.186523;0.014125;-0.000087 
Unmyelinated axon;29.900000;-64.400000;1.730439;5.182598;1.385645;1.484716;1.650509;1.015534;0.011881;-0.000878 
Unmyelinated axon;30.300000;-64.300000;0.652996;3.468398;0.742820;0.912054;1.104585;0.541065;0.013103;-0.000331 
Unmyelinated axon;30.400000;-64.500000;0.179574;2.219889;0.342840;0.478285;0.706971;0.218454;0.012321;-0.000091 
Unmyelinated axon;30.300000;-64.600000;0.048975;0.905669;0.228560;0.249776;0.288430;0.159719;0.002731;-0.000025 
Unmyelinated axon;31.600000;-64.200000;0.652996;4.759762;0.522831;0.912054;1.515848;0.363782;0.027589;-0.000331 
Unmyelinated axon;32.000000;-64.000000;0.179574;2.057040;0.322841;0.478285;0.655108;0.239878;0.010510;-0.000091 
Unmyelinated axon;32.800000;-61.200000;0.440772;3.159842;0.674252;0.749329;1.006319;0.385418;0.015645;-0.000224 
Unmyelinated axon;32.700000;-61.600000;0.489747;3.125558;0.514260;0.789862;0.995401;0.442435;0.013448;-0.000248 
Unmyelinated axon;34.900000;-62.000000;0.555047;4.036941;0.725678;0.840872;1.285650;0.369030;0.022888;-0.000282 
Unmyelinated axon;35.000000;-62.500000;0.293848;3.068418;0.348554;0.611824;0.977203;0.255289;0.017684;-0.000149 
Unmyelinated axon;35.100000;-62.700000;0.032650;0.682823;0.171420;0.203941;0.217460;0.152225;0.000940;-0.000017 
Unmyelinated axon;35.100000;-62.900000;0.473422;3.139843;0.517117;0.776586;0.999950;0.422304;0.014277;-0.000240 
Unmyelinated axon;35.300000;-62.300000;3.460878;7.493911;1.954188;2.099705;2.386596;1.379386;0.020437;-0.001755 
Unmyelinated axon;35.800000;-62.100000;0.383635;3.282693;0.519974;0.699076;1.045444;0.314903;0.018371;-0.000195 
Unmyelinated axon;35.400000;-62.800000;0.824407;3.871235;0.805674;1.024793;1.232877;0.614074;0.014247;-0.000418 
Unmyelinated axon;35.800000;-62.800000;0.799920;3.779811;0.817102;1.009458;1.203761;0.613097;0.013405;-0.000406 
Unmyelinated axon;35.400000;-63.300000;0.253036;2.134179;0.505689;0.567749;0.679675;0.342765;0.007696;-0.000128 
Unmyelinated axon;35.400000;-63.200000;0.065300;1.122801;0.222846;0.288417;0.357580;0.165334;0.004602;-0.000033 
Unmyelinated axon;36.300000;-62.400000;1.110093;4.591199;0.945667;1.189173;1.462165;0.689899;0.018314;-0.000563 
Unmyelinated axon;36.000000;-62.300000;0.187736;1.994186;0.365696;0.489034;0.635091;0.262888;0.009247;-0.000095 
Unmyelinated axon;36.000000;-62.500000;0.236711;2.165606;0.414265;0.549129;0.689683;0.309054;0.009229;-0.000120 
Unmyelinated axon;36.200000;-62.700000;0.318336;2.768433;0.459977;0.636807;0.881667;0.315081;0.014361;-0.000161 
Unmyelinated axon;27.100000;-61.600000;0.865220;4.102652;0.771390;1.049853;1.306577;0.598555;0.017016;-0.000439 
Unmyelinated axon;27.500000;-61.600000;0.269361;2.368453;0.468548;0.585777;0.754284;0.318529;0.010770;-0.000137 
Unmyelinated axon;27.300000;-62.000000;0.848895;4.299785;0.751391;1.039901;1.369358;0.548783;0.020528;-0.000431 
Unmyelinated axon;27.000000;-61.900000;0.106112;1.434214;0.279986;0.367661;0.456756;0.210146;0.005916;-0.000054 
Unmyelinated axon;27.000000;-62.100000;0.350985;2.474162;0.599970;0.668667;0.787950;0.413732;0.008308;-0.000178 
Unmyelinated axon;27.000000;-62.400000;0.155087;2.074182;0.331412;0.444480;0.660568;0.201708;0.011558;-0.000079 
Unmyelinated axon;27.000000;-62.300000;0.138762;1.534209;0.342840;0.420436;0.488602;0.266030;0.004796;-0.000070 
Unmyelinated axon;29.000000;-61.700000;1.191718;4.925468;1.014235;1.232117;1.568620;0.680483;0.021778;-0.000604 
Unmyelinated axon;25.300000;-65.000000;2.913994;6.893941;1.571350;1.926680;2.195523;1.260109;0.019129;-0.001478 
Unmyelinated axon;25.700000;-64.900000;1.101931;4.628340;0.828530;1.184792;1.473994;0.675829;0.019176;-0.000559 
Unmyelinated axon;25.700000;-64.400000;0.097949;1.302792;0.319984;0.353237;0.414902;0.219693;0.004306;-0.000050 
Unmyelinated axon;26.000000;-64.500000;0.065300;1.082803;0.254273;0.288417;0.344842;0.174460;0.003884;-0.000033 
Unmyelinated axon;28.600000;-63.000000;0.555047;4.279786;0.497118;0.840872;1.362989;0.345013;0.024742;-0.000282 
Unmyelinated axon;28.300000;-63.000000;0.359148;3.139843;0.571400;0.676397;0.999950;0.308888;0.017429;-0.000182 
Unmyelinated axon;28.400000;-63.200000;0.195899;1.954188;0.428550;0.499552;0.622353;0.284392;0.008131;-0.000099 
Unmyelinated axon;28.500000;-63.400000;0.097949;1.299935;0.314270;0.353237;0.413992;0.220467;0.004249;-0.000050 
Unmyelinated axon;28.600000;-63.900000;0.416285;2.825573;0.585685;0.728216;0.899864;0.419437;0.011459;-0.000211 
Unmyelinated axon;28.500000;-63.600000;0.081624;1.185655;0.294271;0.322460;0.377597;0.201535;0.003859;-0.000041 
Unmyelinated axon;28.300000;-64.000000;1.656977;6.025413;1.017092;1.452859;1.918921;0.763673;0.028938;-0.000840 
Unmyelinated axon;28.700000;-64.100000;0.595859;3.631247;0.694251;0.871238;1.156448;0.454981;0.017606;-0.000302 
Unmyelinated axon;28.000000;-64.100000;0.555047;3.368403;0.657110;0.840872;1.072740;0.463084;0.014972;-0.000282 
Unmyelinated axon;27.800000;-64.700000;0.440772;3.494111;0.442835;0.749329;1.112774;0.340359;0.019460;-0.000224 
Unmyelinated axon;29.000000;-64.400000;0.293848;2.439878;0.399980;0.611824;0.777031;0.339037;0.010720;-0.000149 
Unmyelinated axon;29.000000;-64.600000;0.236711;1.951331;0.485690;0.549129;0.621443;0.363526;0.005161;-0.000120 
Unmyelinated axon;29.200000;-64.500000;0.089787;1.314220;0.262844;0.338199;0.418541;0.194375;0.005356;-0.000046 
Unmyelinated axon;29.100000;-64.800000;0.334660;3.542680;0.377124;0.652931;1.128242;0.249362;0.020499;-0.000170 
Unmyelinated axon;27.500000;-65.400000;1.599840;4.974037;1.342790;1.427590;1.584088;0.979878;0.011215;-0.000811 
Unmyelinated axon;27.800000;-65.500000;0.228549;2.337026;0.368553;0.539578;0.744276;0.268227;0.012061;-0.000116 
Unmyelinated axon;29.200000;-65.000000;0.236711;2.037041;0.428550;0.549129;0.648739;0.338404;0.006924;-0.000120 
Unmyelinated axon;29.200000;-65.300000;0.285686;2.522731;0.442835;0.603267;0.803418;0.313676;0.012307;-0.000145 
Unmyelinated axon;28.500000;-65.600000;0.799920;3.936946;0.839958;1.009458;1.253804;0.577165;0.016229;-0.000406 
Unmyelinated axon;28.800000;-65.500000;0.636671;3.616962;0.842815;0.900581;1.151899;0.494204;0.016182;-0.000323 
Unmyelinated axon;29.000000;-65.600000;0.359148;2.954138;0.465691;0.676397;0.940808;0.332743;0.015418;-0.000182 
Unmyelinated axon;29.300000;-65.800000;1.624327;6.036841;1.357075;1.438474;1.922561;0.744496;0.029640;-0.000824 
Unmyelinated axon;27.600000;-65.800000;0.522397;3.562679;0.617112;0.815766;1.134611;0.401323;0.018593;-0.000265 
Unmyelinated axon;27.900000;-66.000000;1.248855;5.474012;0.871385;1.261308;1.743316;0.625414;0.028330;-0.000633 
Unmyelinated axon;28.400000;-66.300000;0.579534;3.119844;0.768533;0.859220;0.993581;0.548143;0.009483;-0.000294 
Unmyelinated axon;28.600000;-66.100000;0.212224;2.034184;0.397123;0.519951;0.647829;0.295963;0.008466;-0.000108 
Unmyelinated axon;28.800000;-66.200000;0.628509;3.545537;0.708536;0.894789;1.129152;0.500267;0.015312;-0.000319 
Unmyelinated axon;29.100000;-66.100000;0.253036;2.348454;0.385695;0.567749;0.747915;0.299460;0.011221;-0.000128 
Unmyelinated axon;28.900000;-66.000000;0.236711;2.391309;0.357125;0.549129;0.761563;0.271124;0.012433;-0.000120 
Unmyelinated axon;27.700000;-65.000000;0.081624;1.282793;0.271415;0.322460;0.408533;0.179293;0.005600;-0.000041 
Unmyelinated axon;31.600000;-66.300000;0.244873;2.762719;0.314270;0.558517;0.879847;0.236761;0.015860;-0.000124 
Unmyelinated axon;31.800000;-66.000000;0.089787;1.345647;0.262844;0.338199;0.428550;0.187997;0.005877;-0.000046 
Unmyelinated axon;23.100000;-38.200000;0.530559;2.842715;0.771390;0.822114;0.905323;0.572668;0.005960;-0.000269 
Unmyelinated axon;22.900000;-38.300000;0.204061;1.851336;0.485690;0.509854;0.589597;0.325249;0.005628;-0.000104 
Unmyelinated axon;23.300000;-38.300000;0.138762;1.568493;0.305699;0.420436;0.499520;0.256813;0.005473;-0.000070 
Unmyelinated axon;23.300000;-38.900000;1.208042;4.942610;0.874242;1.240527;1.574080;0.688285;0.021665;-0.000613 
Unmyelinated axon;23.300000;-39.500000;1.330479;4.842615;0.982808;1.301875;1.542234;0.798858;0.016673;-0.000675 
Unmyelinated axon;22.900000;-40.000000;0.277523;2.154178;0.502832;0.594586;0.686044;0.380721;0.006464;-0.000141 
Unmyelinated axon;23.100000;-40.000000;0.628509;3.199840;0.825673;0.894789;1.019057;0.585806;0.008845;-0.000319 
Unmyelinated axon;22.900000;-40.100000;0.244873;2.262744;0.368553;0.558517;0.720619;0.302885;0.010338;-0.000124 
Unmyelinated axon;24.800000;-38.000000;0.906032;3.805524;0.925668;1.074328;1.211950;0.715248;0.009832;-0.000460 
Unmyelinated axon;27.900000;-38.700000;1.297829;4.905469;0.959952;1.285802;1.562251;0.759136;0.018758;-0.000658 
Unmyelinated axon;28.100000;-39.200000;1.061118;4.279786;0.874242;1.162645;1.362989;0.725325;0.014009;-0.000538 
Unmyelinated axon;27.600000;-39.800000;1.469241;5.079746;0.931382;1.368081;1.617754;0.841853;0.017343;-0.000745 
Unmyelinated axon;28.100000;-39.800000;2.016125;6.988222;1.511353;1.602595;2.225548;0.789930;0.036397;-0.001023 
Unmyelinated axon;25.700000;-35.600000;1.444753;5.545437;0.971380;1.356632;1.766063;0.726926;0.025850;-0.000733 
Unmyelinated axon;25.800000;-35.900000;1.150905;4.959752;0.759962;1.210835;1.579539;0.647007;0.023223;-0.000584 
Unmyelinated axon;26.300000;-36.100000;0.620346;3.288407;0.705679;0.888960;1.047263;0.550268;0.011029;-0.000315 
Unmyelinated axon;27.800000;-35.200000;0.726458;4.214075;0.562829;0.961990;1.342062;0.471467;0.022079;-0.000368 
Unmyelinated axon;29.300000;-35.300000;0.897869;4.031227;0.894241;1.069478;1.283830;0.642976;0.014704;-0.000455 
Unmyelinated axon;29.600000;-34.800000;0.253036;2.208461;0.419979;0.567749;0.703332;0.325835;0.009029;-0.000128 
Unmyelinated axon;29.800000;-34.700000;0.277523;2.594156;0.357125;0.594586;0.826164;0.292874;0.013521;-0.000141 
Unmyelinated axon;30.200000;-34.700000;0.293848;2.642725;0.399980;0.611824;0.841632;0.305187;0.013587;-0.000149 
Unmyelinated axon;28.600000;-35.400000;0.130599;1.528495;0.314270;0.407883;0.486782;0.247424;0.005440;-0.000066 
Unmyelinated axon;24.100000;-68.600000;0.971331;4.256930;0.937096;1.112369;1.355710;0.653744;0.016464;-0.000493 
Unmyelinated axon;24.500000;-68.400000;0.367310;2.539873;0.634254;0.684040;0.808877;0.420926;0.008672;-0.000186 
Unmyelinated axon;24.900000;-68.400000;0.914194;4.782618;0.834244;1.079156;1.523127;0.521316;0.025413;-0.000464 
Unmyelinated axon;25.400000;-68.700000;0.269361;2.128465;0.525688;0.585777;0.677855;0.373263;0.006496;-0.000137 
Unmyelinated axon;25.700000;-68.400000;0.930519;4.248359;1.102802;1.088749;1.352981;0.622044;0.017540;-0.000472 
Unmyelinated axon;23.600000;-68.800000;0.187736;1.882763;0.365696;0.489034;0.599606;0.284882;0.007438;-0.000095 
Unmyelinated axon;24.100000;-69.200000;0.375473;3.171270;0.402837;0.691599;1.009959;0.320508;0.017432;-0.000190 
Unmyelinated axon;24.200000;-69.200000;0.701971;4.405494;0.599970;0.945637;1.403024;0.429991;0.024520;-0.000356 
Unmyelinated axon;24.500000;-68.900000;0.995819;4.816902;0.794246;1.126303;1.534045;0.568937;0.024403;-0.000505 
Unmyelinated axon;24.500000;-69.500000;0.073462;1.237081;0.291414;0.305912;0.393975;0.166310;0.005628;-0.000037 
Unmyelinated axon;24.800000;-70.900000;0.538722;3.834094;0.465691;0.828414;1.221049;0.379655;0.021235;-0.000273 
Unmyelinated axon;24.800000;-71.300000;0.048975;1.028520;0.171420;0.249776;0.327554;0.132535;0.004869;-0.000025 
Unmyelinated axon;29.100000;-72.900000;2.326298;6.653953;1.174227;1.721464;2.119093;0.997036;0.026646;-0.001180 
Unmyelinated axon;28.500000;-73.100000;3.624127;7.602477;1.797053;2.148656;2.421171;1.433393;0.019477;-0.001838 
Unmyelinated axon;28.400000;-72.400000;2.848695;6.828230;1.639918;1.904970;2.174596;1.242135;0.019169;-0.001445 
Unmyelinated axon;27.700000;-72.400000;0.538722;2.959852;0.685680;0.828414;0.942628;0.543188;0.008132;-0.000273 
Unmyelinated axon;27.400000;-72.800000;1.542703;6.188262;0.731392;1.401865;1.970784;0.680532;0.032730;-0.000782 
Unmyelinated axon;27.700000;-72.800000;0.881544;4.036941;0.971380;1.059711;1.285650;0.627028;0.015352;-0.000447 
Unmyelinated axon;28.000000;-72.700000;0.620346;3.316977;0.685680;0.888960;1.056362;0.542848;0.011583;-0.000315 
Unmyelinated axon;27.900000;-73.000000;0.799920;3.871235;0.817102;1.009458;1.232877;0.591426;0.015086;-0.000406 
Unmyelinated axon;28.200000;-73.400000;0.367310;2.691294;0.474262;0.684040;0.857100;0.386265;0.011391;-0.000186 
Unmyelinated axon;27.600000;-73.900000;0.669321;3.459827;0.691394;0.923384;1.101856;0.560241;0.012306;-0.000339 
Unmyelinated axon;28.100000;-73.900000;2.048775;6.379681;1.242795;1.615520;2.031746;0.907520;0.027291;-0.001039 
Unmyelinated axon;29.500000;-73.800000;1.346804;4.919754;0.925668;1.309837;1.566801;0.791755;0.017681;-0.000683 
Unmyelinated axon;29.800000;-73.800000;0.253036;3.116987;0.297128;0.567749;0.992671;0.214025;0.018004;-0.000128 
Unmyelinated axon;29.100000;-73.900000;0.530559;2.976994;0.645682;0.822114;0.948087;0.526858;0.008906;-0.000269 
Unmyelinated axon;29.500000;-74.200000;1.036631;4.254073;0.894241;1.149151;1.354800;0.710486;0.014319;-0.000526 
Unmyelinated axon;30.000000;-74.200000;1.150905;4.374067;1.034234;1.210835;1.393015;0.779117;0.012898;-0.000584 
Unmyelinated axon;30.600000;-74.800000;1.575353;5.008321;1.171370;1.416622;1.595007;0.946419;0.012753;-0.000799 
Unmyelinated axon;30.900000;-75.200000;1.289667;4.691194;1.037091;1.281752;1.494011;0.807086;0.014903;-0.000654 
Unmyelinated axon;31.700000;-74.800000;0.359148;2.688437;0.648539;0.676397;0.856190;0.376550;0.011708;-0.000182 
Unmyelinated axon;31.600000;-75.100000;0.391798;2.517017;0.599970;0.706474;0.801598;0.465539;0.006781;-0.000199 
Unmyelinated axon;31.400000;-75.300000;0.571371;3.076989;0.837101;0.853148;0.979933;0.550456;0.008984;-0.000290 
Unmyelinated axon;31.900000;-75.300000;0.106112;1.302792;0.325698;0.367661;0.414902;0.244623;0.003375;-0.000054 
Unmyelinated axon;32.000000;-75.600000;0.383635;2.614155;0.528545;0.699076;0.832533;0.425454;0.009217;-0.000195 
Unmyelinated axon;32.300000;-75.600000;0.555047;3.305549;0.651396;0.840872;1.052723;0.475390;0.013957;-0.000282 
Unmyelinated axon;32.500000;-75.600000;0.220386;2.145607;0.357125;0.529855;0.683314;0.287527;0.009792;-0.000112 
Unmyelinated axon;32.200000;-75.900000;1.020306;4.528345;0.945667;1.140067;1.442148;0.635261;0.019686;-0.000518 
Unmyelinated axon;32.600000;-76.000000;0.440772;3.388402;0.745677;0.749329;1.079109;0.353168;0.018392;-0.000224 
Unmyelinated axon;32.700000;-76.200000;0.367310;2.874142;0.414265;0.684040;0.915332;0.353483;0.014142;-0.000186 
Unmyelinated axon;32.300000;-76.200000;0.236711;2.279886;0.485690;0.549129;0.726078;0.288226;0.010973;-0.000120 
Unmyelinated axon;32.200000;-76.300000;0.146924;1.754198;0.379981;0.432625;0.558662;0.234345;0.008030;-0.000075 
Unmyelinated axon;32.500000;-76.400000;0.383635;2.911283;0.519974;0.699076;0.927160;0.365469;0.014093;-0.000195 
Unmyelinated axon;33.900000;-76.200000;0.669321;3.794096;0.685680;0.923384;1.208311;0.491367;0.017883;-0.000339 
Unmyelinated axon;34.100000;-76.300000;0.285686;2.625583;0.522831;0.603267;0.836173;0.298064;0.013640;-0.000145 
Unmyelinated axon;34.300000;-76.400000;0.179574;2.159892;0.319984;0.478285;0.687864;0.225787;0.011708;-0.000091 
Unmyelinated axon;34.600000;-76.700000;0.228549;2.034184;0.514260;0.539578;0.647829;0.324318;0.007425;-0.000116 
Unmyelinated axon;34.500000;-76.800000;0.122437;1.654203;0.282843;0.394931;0.526816;0.204915;0.008094;-0.000062 
Unmyelinated axon;34.500000;-77.000000;0.457097;3.759812;0.457120;0.763079;1.197392;0.324944;0.021555;-0.000232 
Unmyelinated axon;34.700000;-76.900000;0.424447;3.682673;0.431407;0.735321;1.172826;0.307306;0.021217;-0.000215 
Unmyelinated axon;34.700000;-77.300000;0.620346;3.925518;0.742820;0.888960;1.250165;0.431356;0.020771;-0.000315 
Unmyelinated axon;36.200000;-76.900000;0.571371;4.334069;0.459977;0.853148;1.380277;0.350803;0.025047;-0.000290 
Unmyelinated axon;36.500000;-76.700000;0.114274;1.434214;0.277129;0.381539;0.456756;0.230345;0.005172;-0.000058 
Unmyelinated axon;35.500000;-77.700000;0.693808;5.274022;0.571400;0.940123;1.679625;0.346081;0.030318;-0.000352 
Unmyelinated axon;35.400000;-77.800000;0.122437;2.277029;0.185705;0.394931;0.725168;0.141101;0.012979;-0.000062 
Unmyelinated axon;35.200000;-77.900000;0.261198;2.788432;0.314270;0.576833;0.888036;0.251128;0.015862;-0.000132 
Unmyelinated axon;39.000000;-77.200000;0.840732;5.268308;0.522831;1.034890;1.677805;0.424525;0.030457;-0.000426 
Unmyelinated axon;39.700000;-77.200000;0.220386;2.319884;0.314270;0.529855;0.738817;0.259846;0.012147;-0.000112 
Unmyelinated axon;35.600000;-73.800000;1.175393;4.994036;0.971380;1.223648;1.590457;0.657044;0.023200;-0.000596 
Unmyelinated axon;35.300000;-73.600000;0.253036;2.337026;0.417122;0.567749;0.744276;0.301399;0.011056;-0.000128 
Unmyelinated axon;35.700000;-74.200000;0.530559;3.331262;0.537116;0.822114;1.060911;0.445727;0.015226;-0.000269 
Unmyelinated axon;36.200000;-74.000000;0.530559;3.471255;0.539973;0.822114;1.105495;0.422150;0.017225;-0.000269 
Unmyelinated axon;37.600000;-72.300000;0.253036;2.291314;0.362839;0.567749;0.729718;0.309503;0.010374;-0.000128 
Unmyelinated axon;37.800000;-72.500000;0.155087;1.908476;0.285700;0.444480;0.607795;0.223394;0.009727;-0.000079 
Unmyelinated axon;37.600000;-72.500000;0.742783;3.931232;0.714250;0.972739;1.251985;0.529278;0.017857;-0.000377 
Unmyelinated axon;38.100000;-72.600000;0.236711;2.431307;0.362839;0.549129;0.774302;0.265586;0.012905;-0.000120 
Unmyelinated axon;37.900000;-73.000000;0.979494;4.451206;0.799960;1.117033;1.417582;0.619644;0.019518;-0.000497 
Unmyelinated axon;39.000000;-72.800000;0.163249;1.702772;0.397123;0.456027;0.542284;0.278171;0.005965;-0.000083 
Unmyelinated axon;39.300000;-72.900000;0.522397;3.465541;0.485690;0.815766;1.103675;0.415613;0.017372;-0.000265 
Unmyelinated axon;38.200000;-73.300000;0.253036;2.177034;0.425693;0.567749;0.693323;0.332694;0.008480;-0.000128 
Unmyelinated axon;37.900000;-73.300000;0.204061;2.268458;0.325698;0.509854;0.722439;0.245110;0.012107;-0.000104 
Unmyelinated axon;37.500000;-73.400000;0.171411;1.877049;0.285700;0.467288;0.597786;0.256374;0.008401;-0.000087 
Unmyelinated axon;37.300000;-73.700000;0.897869;4.411208;0.942810;1.069478;1.404843;0.566231;0.020956;-0.000455 
Unmyelinated axon;40.800000;-72.300000;0.808082;4.054083;0.728535;1.014596;1.291109;0.560698;0.017904;-0.000410 
Unmyelinated axon;40.600000;-72.400000;0.783595;5.225453;0.482833;0.999105;1.664157;0.397526;0.030291;-0.000397 
Unmyelinated axon;31.600000;-70.100000;1.036631;4.142650;1.042805;1.149151;1.319315;0.742020;0.012062;-0.000526 
Unmyelinated axon;31.900000;-70.200000;0.130599;1.791339;0.268558;0.407883;0.570490;0.199266;0.009416;-0.000066 
Unmyelinated axon;32.800000;-70.300000;1.632490;5.279736;1.211368;1.442084;1.681445;0.907559;0.016802;-0.000828 
Unmyelinated axon;33.400000;-70.400000;0.767270;3.394116;0.857100;0.988643;1.080929;0.698629;0.006595;-0.000389 
Unmyelinated axon;29.300000;-72.000000;1.999800;6.182548;1.191369;1.596094;1.968964;0.921570;0.024934;-0.001014 
Unmyelinated axon;30.100000;-72.100000;0.514234;2.876999;0.748534;0.809367;0.916242;0.535505;0.007626;-0.000261 
Unmyelinated axon;30.400000;-72.200000;0.089787;1.262794;0.285700;0.338199;0.402164;0.206301;0.004423;-0.000046 
Unmyelinated axon;26.800000;-74.000000;1.526378;6.756805;0.959952;1.394428;2.151849;0.605391;0.038479;-0.000774 
Unmyelinated axon;26.600000;-74.900000;0.857057;3.739813;0.862814;1.044889;1.191023;0.683058;0.010397;-0.000435 
Unmyelinated axon;37.700000;-72.800000;0.097949;1.377074;0.257130;0.353237;0.438559;0.202085;0.005669;-0.000050 
