Name;CenterX;CenterY;Area;Perimeter;MinFeret;CircleAreaDiameter;CirclePerimeterDiameter;SAEDiameter;PerimeterError;AreaError 
Unmyelinated axon;46.000000;-34.900000;0.399960;3.639818;0.391409;0.713795;1.159178;0.292250;0.021049;-0.000203 
Unmyelinated axon;46.400000;-35.000000;0.155087;1.897048;0.331412;0.444480;0.604155;0.225108;0.009580;-0.000079 
Unmyelinated axon;48.100000;-34.700000;1.061118;5.114030;0.651396;1.162645;1.628672;0.566901;0.026932;-0.000538 
Unmyelinated axon;48.000000;-34.200000;1.012144;4.722621;0.665681;1.135498;1.504019;0.594635;0.022806;-0.000513 
Unmyelinated axon;48.800000;-34.200000;0.938682;3.862664;0.908526;1.093514;1.230148;0.731698;0.009770;-0.000476 
Unmyelinated axon;47.200000;-34.800000;0.350985;2.528445;0.477119;0.668667;0.805237;0.400076;0.009342;-0.000178 
Unmyelinated axon;46.900000;-34.800000;0.187736;1.742770;0.371410;0.489034;0.555022;0.322110;0.004704;-0.000095 
Unmyelinated axon;47.000000;-35.000000;0.293848;2.677009;0.408551;0.611824;0.852551;0.300291;0.014005;-0.000149 
Unmyelinated axon;49.700000;-34.100000;0.424447;3.248409;0.511403;0.735321;1.034525;0.356623;0.017196;-0.000215 
Unmyelinated axon;42.900000;-36.100000;0.391798;2.645582;0.599970;0.706474;0.842542;0.429012;0.009386;-0.000199 
Unmyelinated axon;42.800000;-36.300000;1.044793;4.936896;0.665681;1.153667;1.572260;0.582313;0.025034;-0.000530 
Unmyelinated axon;42.300000;-29.800000;0.179574;1.759912;0.371410;0.478285;0.560482;0.298570;0.005749;-0.000091 
Unmyelinated axon;44.300000;-30.300000;2.718096;6.968223;1.228510;1.860791;2.219179;1.129983;0.024723;-0.001379 
Unmyelinated axon;44.700000;-30.800000;0.832570;3.994086;0.799960;1.029854;1.272002;0.593575;0.016173;-0.000422 
Unmyelinated axon;45.800000;-31.500000;1.567190;5.965416;1.451356;1.412948;1.899814;0.725624;0.029597;-0.000795 
Unmyelinated axon;46.400000;-31.900000;1.257017;6.028270;1.051376;1.265423;1.919831;0.560420;0.034036;-0.000638 
Unmyelinated axon;46.300000;-32.500000;1.844713;5.925418;1.165656;1.532956;1.887076;0.887834;0.023730;-0.000936 
Unmyelinated axon;43.000000;-32.600000;1.910013;6.853943;0.857100;1.559852;2.182784;0.761577;0.036048;-0.000969 
Unmyelinated axon;43.900000;-32.400000;0.318336;2.711293;0.434264;0.636807;0.863469;0.323518;0.013640;-0.000161 
Unmyelinated axon;44.300000;-32.600000;1.297829;6.379681;0.651396;1.285802;2.031746;0.543157;0.036659;-0.000658 
Unmyelinated axon;48.000000;-28.500000;1.632490;5.131172;1.314220;1.442084;1.634131;0.952454;0.013698;-0.000828 
Unmyelinated axon;48.600000;-28.400000;2.056937;6.179691;1.237081;1.618735;1.968054;0.954770;0.023688;-0.001043 
Unmyelinated axon;48.600000;-28.900000;0.857057;4.976894;0.614255;1.044889;1.584998;0.462837;0.028097;-0.000435 
Unmyelinated axon;48.600000;-29.100000;0.799920;4.368353;0.671395;1.009458;1.391195;0.502359;0.022517;-0.000406 
Unmyelinated axon;50.300000;-30.000000;0.693808;4.005514;0.745677;0.940123;1.275641;0.477184;0.020173;-0.000352 
Unmyelinated axon;52.700000;-29.400000;1.518216;5.562579;0.942810;1.390695;1.771522;0.767459;0.024631;-0.000770 
Unmyelinated axon;52.300000;-30.100000;2.620146;6.899655;1.542780;1.826955;2.197342;1.095179;0.025365;-0.001329 
Unmyelinated axon;52.300000;-30.800000;1.289667;5.302592;0.899955;1.281752;1.688724;0.675942;0.025342;-0.000654 
Unmyelinated axon;53.700000;-31.200000;0.726458;4.011228;0.657110;0.961990;1.277461;0.502089;0.019464;-0.000368 
Unmyelinated axon;55.300000;-30.300000;2.081424;6.028270;1.314220;1.628342;1.919831;1.006684;0.020295;-0.001056 
Unmyelinated axon;55.000000;-30.600000;0.587696;4.391209;0.639968;0.865250;1.398474;0.356179;0.025373;-0.000298 
Unmyelinated axon;55.700000;-30.200000;0.212224;2.417022;0.345697;0.519951;0.769752;0.237045;0.013431;-0.000108 
Unmyelinated axon;55.700000;-30.500000;0.399960;3.788382;0.368553;0.713795;1.206491;0.279381;0.021961;-0.000203 
Unmyelinated axon;55.700000;-30.900000;0.971331;4.782618;0.722821;1.112369;1.523127;0.558122;0.024424;-0.000493 
Unmyelinated axon;54.900000;-30.900000;0.440772;3.825523;0.411408;0.749329;1.218319;0.306388;0.022126;-0.000224 
Unmyelinated axon;55.500000;-31.700000;1.354967;4.825473;1.171370;1.313801;1.536775;0.822557;0.015617;-0.000687 
Unmyelinated axon;53.300000;-31.900000;0.979494;4.594056;0.831387;1.117033;1.463075;0.593680;0.021695;-0.000497 
Unmyelinated axon;53.200000;-31.700000;0.089787;1.311363;0.305699;0.338199;0.417632;0.194986;0.005306;-0.000046 
Unmyelinated axon;38.200000;-34.700000;1.885526;6.696808;1.034234;1.549821;2.132741;0.772712;0.034447;-0.000956 
Unmyelinated axon;30.500000;-34.300000;0.571371;3.116987;0.628540;0.853148;0.992671;0.538759;0.009808;-0.000290 
Unmyelinated axon;30.800000;-34.100000;0.710133;4.116937;0.542830;0.951119;1.311126;0.473176;0.021229;-0.000360 
Unmyelinated axon;32.100000;-33.900000;0.971331;4.059797;0.922811;1.112369;1.292929;0.703661;0.012702;-0.000493 
Unmyelinated axon;32.200000;-34.300000;0.946844;4.279786;0.742820;1.098258;1.362989;0.628668;0.017597;-0.000480 
Unmyelinated axon;32.900000;-33.000000;1.208042;5.285450;0.937096;1.240527;1.683264;0.629657;0.026620;-0.000613 
Unmyelinated axon;30.300000;-33.500000;0.114274;1.517067;0.357125;0.381539;0.483142;0.212289;0.006614;-0.000058 
Unmyelinated axon;30.100000;-33.400000;0.122437;1.517067;0.342840;0.394931;0.483142;0.230819;0.005947;-0.000062 
Unmyelinated axon;34.200000;-33.300000;0.636671;4.131222;0.571400;0.900581;1.315676;0.417152;0.022717;-0.000323 
Unmyelinated axon;35.100000;-32.800000;0.955007;5.154028;0.571400;1.102982;1.641410;0.499742;0.028748;-0.000484 
Unmyelinated axon;34.100000;-32.400000;0.285686;2.459877;0.414265;0.603267;0.783400;0.324318;0.011405;-0.000145 
Unmyelinated axon;34.600000;-36.000000;0.995819;5.459727;0.574257;1.126303;1.738767;0.488761;0.031098;-0.000505 
Unmyelinated axon;34.100000;-36.600000;2.228349;7.502482;1.011378;1.684833;2.389325;0.809145;0.040080;-0.001130 
Unmyelinated axon;34.000000;-36.900000;1.028469;4.422636;0.742820;1.144618;1.408483;0.663297;0.017689;-0.000522 
Unmyelinated axon;34.700000;-36.800000;0.685646;3.856950;0.657110;0.934577;1.228328;0.494441;0.018344;-0.000348 
Unmyelinated axon;34.800000;-36.600000;0.138762;1.702772;0.317127;0.420436;0.542284;0.228105;0.007774;-0.000070 
Unmyelinated axon;35.700000;-38.800000;1.403941;4.988322;1.057090;1.337333;1.588638;0.817074;0.017393;-0.000712 
Unmyelinated axon;35.400000;-39.000000;0.636671;3.836951;0.685680;0.900581;1.221959;0.457126;0.019324;-0.000323 
Unmyelinated axon;35.600000;-39.400000;1.346804;5.654003;0.782818;1.309837;1.800638;0.653912;0.029041;-0.000683 
Unmyelinated axon;34.200000;-39.200000;1.608002;6.799660;0.991379;1.431227;2.165497;0.635874;0.038332;-0.000816 
Unmyelinated axon;35.900000;-39.900000;2.309973;8.068168;0.862814;1.715413;2.569480;0.771244;0.045201;-0.001172 
Unmyelinated axon;36.600000;-39.800000;1.052956;4.696908;0.757105;1.158165;1.495831;0.627211;0.021510;-0.000534 
Unmyelinated axon;38.800000;-39.000000;0.522397;3.194126;0.648539;0.815766;1.017238;0.463801;0.013327;-0.000265 
Unmyelinated axon;38.600000;-39.200000;1.118256;4.725478;0.871385;1.193536;1.504929;0.668048;0.020362;-0.000567 
Unmyelinated axon;37.900000;-39.500000;1.240692;4.814045;0.934239;1.257179;1.533135;0.738183;0.018660;-0.000629 
Unmyelinated axon;37.400000;-40.600000;1.746764;6.639668;1.102802;1.491703;2.114544;0.716768;0.035454;-0.000886 
Unmyelinated axon;45.400000;-32.800000;0.138762;1.748484;0.291414;0.420436;0.556842;0.220196;0.008442;-0.000070 
Unmyelinated axon;48.500000;-30.800000;0.448935;2.759862;0.697108;0.756235;0.878937;0.478423;0.008632;-0.000228 
Unmyelinated axon;48.300000;-31.100000;0.481584;3.022706;0.571400;0.783252;0.962645;0.454688;0.012040;-0.000244 
Unmyelinated axon;48.700000;-31.000000;0.130599;1.602777;0.388552;0.407883;0.510439;0.230730;0.006759;-0.000066 
Unmyelinated axon;48.800000;-31.500000;0.457097;3.082703;0.639968;0.763079;0.981753;0.415421;0.013990;-0.000232 
Unmyelinated axon;49.200000;-31.500000;0.481584;3.094131;0.588542;0.783252;0.985392;0.439779;0.013249;-0.000244 
Unmyelinated axon;48.700000;-31.800000;0.253036;2.228460;0.497118;0.567749;0.709701;0.321674;0.009367;-0.000128 
Unmyelinated axon;48.600000;-32.100000;0.620346;3.325548;0.728535;0.888960;1.059092;0.540681;0.011746;-0.000315 
Unmyelinated axon;49.100000;-31.800000;0.669321;3.874092;0.668538;0.923384;1.233787;0.478078;0.019012;-0.000339 
Unmyelinated axon;48.900000;-31.800000;0.457097;3.014135;0.562829;0.763079;0.959916;0.428513;0.012903;-0.000232 
Unmyelinated axon;48.900000;-32.200000;0.628509;3.865521;0.625683;0.894789;1.231058;0.446254;0.019877;-0.000319 
Unmyelinated axon;51.100000;-31.800000;0.440772;2.768433;0.657110;0.749329;0.881667;0.464755;0.009228;-0.000224 
Unmyelinated axon;50.800000;-31.700000;0.334660;2.719864;0.494261;0.652931;0.866199;0.341221;0.013174;-0.000170 
Unmyelinated axon;50.900000;-31.700000;0.146924;2.205604;0.322841;0.432625;0.702422;0.177172;0.012754;-0.000075 
Unmyelinated axon;50.300000;-31.900000;0.236711;2.165606;0.468548;0.549129;0.689683;0.309054;0.009229;-0.000120 
Unmyelinated axon;50.500000;-31.800000;0.220386;2.094181;0.402837;0.529855;0.666937;0.297291;0.008980;-0.000112 
Unmyelinated axon;50.600000;-32.000000;1.044793;4.376924;0.825673;1.153667;1.393925;0.686811;0.016386;-0.000530 
Unmyelinated axon;51.000000;-32.000000;0.106112;1.391359;0.342840;0.367661;0.443108;0.219712;0.005157;-0.000054 
Unmyelinated axon;51.100000;-32.100000;0.204061;2.011328;0.528545;0.509854;0.640550;0.286827;0.008579;-0.000104 
Unmyelinated axon;50.900000;-32.200000;0.685646;3.759812;0.714250;0.934577;1.197392;0.511683;0.016892;-0.000348 
Unmyelinated axon;50.400000;-32.500000;0.759108;3.811238;0.768533;0.983370;1.213770;0.567335;0.015399;-0.000385 
Unmyelinated axon;50.800000;-32.400000;0.350985;2.648439;0.562829;0.668667;0.843452;0.374062;0.011424;-0.000178 
Unmyelinated axon;50.600000;-32.800000;0.302011;2.219889;0.502832;0.620264;0.706971;0.405515;0.006169;-0.000153 
Unmyelinated axon;43.800000;-34.500000;1.232530;5.482583;0.725678;1.253037;1.746046;0.615009;0.028682;-0.000625 
Unmyelinated axon;44.200000;-34.300000;0.163249;2.139893;0.285700;0.456027;0.681495;0.205591;0.011970;-0.000083 
Unmyelinated axon;43.500000;-35.100000;0.587696;4.445492;0.422836;0.865250;1.415762;0.351249;0.025735;-0.000298 
Unmyelinated axon;43.400000;-35.000000;0.269361;2.894141;0.285700;0.585777;0.921701;0.248656;0.016608;-0.000137 
Unmyelinated axon;51.700000;-33.700000;0.106112;1.385645;0.342840;0.367661;0.441288;0.221087;0.005051;-0.000054 
Unmyelinated axon;51.700000;-33.900000;0.465260;3.256980;0.571400;0.769862;1.037255;0.394325;0.016215;-0.000236 
Unmyelinated axon;51.900000;-34.000000;0.481584;3.202697;0.628540;0.783252;1.019967;0.419509;0.014940;-0.000244 
Unmyelinated axon;54.600000;-27.200000;2.122237;9.393816;1.825623;1.644228;2.991661;0.593325;0.053712;-0.001076 
Unmyelinated axon;55.500000;-27.400000;1.461078;4.922611;0.971380;1.364275;1.567711;0.879580;0.014413;-0.000741 
Unmyelinated axon;54.500000;-27.500000;0.514234;3.142700;0.611398;0.809367;1.000860;0.465697;0.012775;-0.000261 
Unmyelinated axon;53.100000;-27.000000;0.546884;3.325548;0.594256;0.834666;1.059092;0.463099;0.014577;-0.000277 
Unmyelinated axon;54.800000;-26.700000;0.408122;2.791289;0.585685;0.721042;0.888946;0.416690;0.011235;-0.000207 
Unmyelinated axon;53.000000;-25.800000;0.146924;1.648489;0.371410;0.432625;0.524996;0.255887;0.006275;-0.000075 
Unmyelinated axon;39.200000;-41.500000;0.857057;3.845522;0.837101;1.044889;1.224689;0.652078;0.012574;-0.000435 
Unmyelinated axon;39.000000;-42.300000;0.367310;3.602677;0.457120;0.684040;1.147349;0.270046;0.020887;-0.000186 
Unmyelinated axon;38.700000;-42.500000;0.701971;4.539773;0.591399;0.945637;1.445788;0.415023;0.025738;-0.000356 
Unmyelinated axon;39.200000;-42.400000;0.448935;3.499825;0.399980;0.756235;1.114594;0.346600;0.019383;-0.000228 
Unmyelinated axon;39.000000;-42.700000;0.187736;1.739913;0.385695;0.489034;0.554112;0.323043;0.004642;-0.000095 
Unmyelinated axon;38.700000;-43.000000;0.318336;3.202697;0.419979;0.636807;1.019967;0.264861;0.018471;-0.000161 
Unmyelinated axon;38.800000;-43.000000;0.146924;1.714200;0.288557;0.432625;0.545924;0.241885;0.007402;-0.000075 
Unmyelinated axon;39.100000;-42.900000;0.122437;1.534209;0.274272;0.394931;0.488602;0.227081;0.006246;-0.000062 
Unmyelinated axon;39.000000;-43.100000;0.244873;2.228460;0.399980;0.558517;0.709701;0.309273;0.009805;-0.000124 
Unmyelinated axon;38.800000;-43.300000;0.310173;2.299885;0.519974;0.628590;0.732447;0.396015;0.007294;-0.000157 
Unmyelinated axon;38.400000;-43.300000;0.644833;3.648389;0.605684;0.906335;1.161907;0.495814;0.016415;-0.000327 
Unmyelinated axon;38.200000;-43.300000;0.563209;3.676959;0.522831;0.847032;1.171006;0.419870;0.019036;-0.000286 
Unmyelinated axon;38.700000;-43.500000;0.342823;2.525588;0.511403;0.660846;0.804327;0.389156;0.009720;-0.000174 
Unmyelinated axon;38.200000;-43.900000;0.636671;3.451256;0.745677;0.900581;1.099126;0.528185;0.013416;-0.000323 
Unmyelinated axon;38.300000;-43.600000;0.130599;1.597063;0.311413;0.407883;0.508619;0.231900;0.006664;-0.000066 
Unmyelinated axon;38.100000;-43.600000;0.073462;1.259937;0.242845;0.305912;0.401254;0.162277;0.005968;-0.000037 
Unmyelinated axon;38.200000;-43.700000;0.138762;1.742770;0.279986;0.420436;0.555022;0.221145;0.008362;-0.000070 
Unmyelinated axon;37.900000;-43.900000;0.065300;1.091374;0.228560;0.288417;0.347571;0.172380;0.004044;-0.000033 
Unmyelinated axon;38.300000;-42.900000;0.057137;1.077089;0.199990;0.269789;0.343022;0.149270;0.004746;-0.000029 
Unmyelinated axon;38.400000;-42.900000;0.367310;3.951231;0.365696;0.684040;1.258354;0.243904;0.022506;-0.000186 
Unmyelinated axon;38.200000;-43.000000;0.032650;0.839958;0.148564;0.203941;0.267503;0.108185;0.003978;-0.000017 
Unmyelinated axon;37.100000;-44.300000;0.073462;1.228510;0.228560;0.305912;0.391245;0.167894;0.005495;-0.000037 
Unmyelinated axon;36.900000;-44.400000;0.350985;2.745577;0.479976;0.668667;0.874388;0.356152;0.012922;-0.000178 
Unmyelinated axon;37.100000;-44.400000;0.122437;1.445642;0.314270;0.394931;0.460396;0.248622;0.004596;-0.000062 
Unmyelinated axon;31.100000;-38.200000;1.608002;5.956845;0.885670;1.431227;1.897084;0.748798;0.028805;-0.000816 
Unmyelinated axon;31.500000;-38.500000;0.865220;4.719764;0.568543;1.049853;1.503110;0.498334;0.025471;-0.000439 
Unmyelinated axon;32.600000;-38.500000;3.313954;8.122451;1.299935;2.054653;2.586768;1.152484;0.034851;-0.001681 
Unmyelinated axon;33.600000;-38.400000;1.461078;4.851186;1.199940;1.364275;1.544964;0.902091;0.012891;-0.000741 
Unmyelinated axon;31.900000;-38.100000;0.138762;1.528495;0.285700;0.420436;0.486782;0.267671;0.004679;-0.000070 
Unmyelinated axon;33.200000;-38.100000;0.097949;1.334219;0.257130;0.353237;0.424911;0.211704;0.004908;-0.000050 
Unmyelinated axon;29.800000;-37.600000;1.689627;5.365446;1.179941;1.467103;1.708741;0.924956;0.016975;-0.000857 
Unmyelinated axon;30.500000;-35.400000;0.563209;4.648339;0.391409;0.847032;1.480363;0.319453;0.026851;-0.000286 
Unmyelinated axon;37.800000;-36.500000;1.493728;5.751141;0.971380;1.379434;1.831574;0.720081;0.027901;-0.000758 
Unmyelinated axon;38.600000;-36.400000;0.522397;3.199840;0.588542;0.815766;1.019057;0.462626;0.013423;-0.000265 
Unmyelinated axon;36.600000;-36.500000;0.302011;2.325598;0.482833;0.620264;0.740636;0.375949;0.008295;-0.000153 
Unmyelinated axon;36.200000;-36.400000;0.089787;1.394216;0.239988;0.338199;0.444018;0.179182;0.006616;-0.000046 
Unmyelinated axon;38.200000;-36.700000;0.946844;7.911033;0.405694;1.098258;2.519437;0.309749;0.038746;-0.000480 
Unmyelinated axon;36.400000;-37.000000;1.673302;6.328255;0.839958;1.459998;2.015368;0.725093;0.032693;-0.000849 
Unmyelinated axon;35.900000;-37.000000;0.799920;4.262644;1.125658;1.009458;1.357530;0.518294;0.021155;-0.000406 
Unmyelinated axon;36.400000;-37.300000;0.636671;3.659817;0.677109;0.900581;1.165547;0.486361;0.016840;-0.000323 
